well,t_months,q_actual_sm3d,q_fitted_sm3d,q_forecast_sm3d,period
NO 15/9-F-14 H,48.92,1042.49,1079.423846056639,,history
NO 15/9-F-14 H,48.95,1047.3,1078.4970148562275,,history
NO 15/9-F-14 H,48.99,1042.36,1077.2624777305803,,history
NO 15/9-F-14 H,49.02,202.53,1076.3375023568742,,history
NO 15/9-F-14 H,50.56,416.68,1029.9070351538169,,history
NO 15/9-F-14 H,50.6,1238.4,1028.7281181486246,,history
NO 15/9-F-14 H,50.63,1200.19,1027.8448160795406,,history
NO 15/9-F-14 H,50.66,1409.91,1026.9622724446158,,history
NO 15/9-F-14 H,50.69,1405.2,1026.0804865926316,,history
NO 15/9-F-14 H,50.73,1458.2,1024.905949772268,,history
NO 15/9-F-14 H,50.76,1604.2,1024.0259295511041,,history
NO 15/9-F-14 H,50.79,1599.06,1023.1466649461898,,history
NO 15/9-F-14 H,50.83,1584.57,1021.9754864213918,,history
NO 15/9-F-14 H,50.86,1577.9,1021.0979823989159,,history
NO 15/9-F-14 H,50.89,1556.2,1020.2212318321932,,history
NO 15/9-F-14 H,50.92,1510.57,1019.3452340742793,,history
NO 15/9-F-14 H,50.96,1534.8,1018.1784069825193,,history
NO 15/9-F-14 H,50.99,1324.73,1017.3041632657219,,history
NO 15/9-F-14 H,51.02,549.57,1016.430670205264,,history
NO 15/9-F-14 H,51.06,205.63,1015.2671793650205,,history
NO 15/9-F-14 H,51.22,187.55,1010.6265190486305,,history
NO 15/9-F-14 H,51.25,891.56,1009.7587596478731,,history
NO 15/9-F-14 H,51.29,943.69,1008.6029060297718,,history
NO 15/9-F-14 H,51.32,1370.22,1007.736884174178,,history
NO 15/9-F-14 H,51.35,1368.18,1006.8716059153459,,history
NO 15/9-F-14 H,51.38,1374.62,1006.0070706147966,,history
NO 15/9-F-14 H,51.42,1360.57,1004.8555114910994,,history
NO 15/9-F-14 H,51.45,1344.8,1003.9927072799848,,history
NO 15/9-F-14 H,51.48,1345.2,1003.1306439028491,,history
NO 15/9-F-14 H,51.52,1384.85,1001.9823773757155,,history
NO 15/9-F-14 H,51.55,1315.01,1001.1220401383954,,history
NO 15/9-F-14 H,51.58,1274.53,1000.2624416168234,,history
NO 15/9-F-14 H,51.61,1262.51,999.4035811767129,,history
NO 15/9-F-14 H,51.65,1254.44,998.2595809546704,,history
NO 15/9-F-14 H,51.68,1237.46,997.4024402410216,,history
NO 15/9-F-14 H,51.71,1230.31,996.5460354984742,,history
NO 15/9-F-14 H,51.75,1221.89,995.4053062601984,,history
NO 15/9-F-14 H,51.78,1204.86,994.5506163269831,,history
NO 15/9-F-14 H,51.81,1182.33,993.6966602605431,,history
NO 15/9-F-14 H,51.84,1186.89,992.8434374307542,,history
NO 15/9-F-14 H,51.88,1191.54,991.7069464932923,,history
NO 15/9-F-14 H,51.91,1176.47,990.8554321015804,,history
NO 15/9-F-14 H,51.94,1166.55,990.0046488500117,,history
NO 15/9-F-14 H,51.98,1163.63,988.871407425387,,history
NO 15/9-F-14 H,52.01,1167.89,988.0223277270419,,history
NO 15/9-F-14 H,52.04,1168.8,987.1739770783269,,history
NO 15/9-F-14 H,52.07,1169.13,986.326354853255,,history
NO 15/9-F-14 H,52.11,1170.96,985.1973239089892,,history
NO 15/9-F-14 H,52.14,1180.1,984.3513989077059,,history
NO 15/9-F-14 H,52.17,1167.93,983.5062002473196,,history
NO 15/9-F-14 H,52.21,1163.83,982.3803974858982,,history
NO 15/9-F-14 H,52.24,1159.98,981.5368911965118,,history
NO 15/9-F-14 H,52.27,1157.19,980.6941091712314,,history
NO 15/9-F-14 H,52.3,1157.2,979.8520507881783,,history
NO 15/9-F-14 H,52.34,1147.42,978.7304308692754,,history
NO 15/9-F-14 H,52.37,1143.52,977.8900585693348,,history
NO 15/9-F-14 H,52.4,1144.66,977.0504078425463,,history
NO 15/9-F-14 H,52.44,1134.68,975.9319949165064,,history
NO 15/9-F-14 H,52.47,1135.03,975.0940254518956,,history
NO 15/9-F-14 H,52.5,1102.77,974.2567754972785,,history
NO 15/9-F-14 H,52.53,1090.23,973.4202444348588,,history
NO 15/9-F-14 H,52.57,1081.38,972.3059868949139,,history
NO 15/9-F-14 H,52.6,1072.59,971.4711308480577,,history
NO 15/9-F-14 H,52.63,1066.9,970.6369916379059,,history
NO 15/9-F-14 H,52.67,1061.33,969.5259200399344,,history
NO 15/9-F-14 H,52.7,1054.37,968.6934510560563,,history
NO 15/9-F-14 H,52.73,1056.65,967.8616968592664,,history
NO 15/9-F-14 H,52.76,1084.08,967.030656835823,,history
NO 15/9-F-14 H,52.8,1054.22,965.9237133477483,,history
NO 15/9-F-14 H,52.83,1056.74,965.0943373449684,,history
NO 15/9-F-14 H,52.86,1053.23,964.2656734735341,,history
NO 15/9-F-14 H,52.9,1051.23,963.161895014723,,history
NO 15/9-F-14 H,52.93,1052.29,962.3348904060994,,history
NO 15/9-F-14 H,52.96,902.0,961.5085958926594,,history
NO 15/9-F-14 H,52.99,425.98,960.6830108646907,,history
NO 15/9-F-14 H,53.03,420.57,959.5833334186204,,history
NO 15/9-F-14 H,53.06,891.26,958.7594014885857,,history
NO 15/9-F-14 H,53.09,478.05,957.9361770154248,,history
NO 15/9-F-14 H,53.13,972.11,956.8396438231804,,history
NO 15/9-F-14 H,53.16,987.77,956.0180677213317,,history
NO 15/9-F-14 H,53.19,992.03,955.1971970535601,,history
NO 15/9-F-14 H,53.22,999.01,954.3770312141552,,history
NO 15/9-F-14 H,53.26,1036.59,953.2845721153639,,history
NO 15/9-F-14 H,53.29,1037.92,952.4660485228612,,history
NO 15/9-F-14 H,53.32,1041.77,951.648227743444,,history
NO 15/9-F-14 H,53.36,1040.31,950.5588922594117,,history
NO 15/9-F-14 H,53.39,1039.18,949.7427090313007,,history
NO 15/9-F-14 H,53.42,1043.8,948.9272266067562,,history
NO 15/9-F-14 H,53.45,1040.77,948.1124443840437,,history
NO 15/9-F-14 H,53.49,1039.24,947.0271562508757,,history
NO 15/9-F-14 H,53.52,1034.83,946.2140054952605,,history
NO 15/9-F-14 H,53.55,1038.65,945.4015529394245,,history
NO 15/9-F-14 H,53.59,1034.91,944.3193679174248,,history
NO 15/9-F-14 H,53.62,1035.1,943.5085421639124,,history
NO 15/9-F-14 H,53.65,1030.1,942.6984126138501,,history
NO 15/9-F-14 H,53.68,1005.13,941.888978669454,,history
NO 15/9-F-14 H,53.72,1038.14,940.8108144312706,,history
NO 15/9-F-14 H,53.75,985.25,940.003001244926,,history
NO 15/9-F-14 H,53.78,988.97,939.1958816753364,,history
NO 15/9-F-14 H,53.82,984.48,938.1208001793177,,history
NO 15/9-F-14 H,53.85,987.23,937.3152967336251,,history
NO 15/9-F-14 H,53.88,990.4,936.5104849214634,,history
NO 15/9-F-14 H,53.91,991.65,935.7063641489715,,history
NO 15/9-F-14 H,53.95,987.96,934.6352770441075,,history
NO 15/9-F-14 H,53.98,964.48,933.832766390916,,history
NO 15/9-F-14 H,54.01,977.72,933.0309448015381,,history
NO 15/9-F-14 H,54.05,973.7,931.9629202035386,,history
NO 15/9-F-14 H,54.08,975.98,931.1627041297261,,history
NO 15/9-F-14 H,54.11,958.45,930.3631751495209,,history
NO 15/9-F-14 H,54.14,965.56,929.5643326729605,,history
NO 15/9-F-14 H,54.18,959.84,928.5002762466981,,history
NO 15/9-F-14 H,54.21,963.72,927.7030333205206,,history
NO 15/9-F-14 H,54.24,954.5,926.9064749351015,,history
NO 15/9-F-14 H,54.28,951.88,925.8454609132287,,history
NO 15/9-F-14 H,54.31,950.38,925.0504975046766,,history
NO 15/9-F-14 H,54.34,956.77,924.2562166796092,,history
NO 15/9-F-14 H,54.37,959.48,923.4626178519363,,history
NO 15/9-F-14 H,54.41,960.51,922.4055459544885,,history
NO 15/9-F-14 H,54.44,960.39,921.613536177656,,history
NO 15/9-F-14 H,54.47,956.42,920.8222064482162,,history
NO 15/9-F-14 H,54.51,954.53,919.7681569846369,,history
NO 15/9-F-14 H,54.54,956.26,918.9784117625425,,history
NO 15/9-F-14 H,54.57,956.87,918.1893446434143,,history
NO 15/9-F-14 H,54.6,965.22,917.40095504501,,history
NO 15/9-F-14 H,54.64,972.83,916.3508218295198,,history
NO 15/9-F-14 H,54.67,971.79,915.5640108513328,,history
NO 15/9-F-14 H,54.7,961.4,914.7778754566676,,history
NO 15/9-F-14 H,54.74,962.89,913.7307448356128,,history
NO 15/9-F-14 H,54.77,963.19,912.9461835474937,,history
NO 15/9-F-14 H,54.8,960.92,912.1622959112336,,history
NO 15/9-F-14 H,54.83,962.06,911.3790813484111,,history
NO 15/9-F-14 H,54.87,1004.48,910.335841268963,,history
NO 15/9-F-14 H,54.9,978.09,909.5541949642023,,history
NO 15/9-F-14 H,54.93,979.91,908.7732198083935,,history
NO 15/9-F-14 H,54.97,966.22,907.7329626141747,,history
NO 15/9-F-14 H,55.0,964.43,906.9535512323843,,history
NO 15/9-F-14 H,55.03,961.13,906.1748090805622,,history
NO 15/9-F-14 H,55.06,952.07,905.3967355840847,,history
NO 15/9-F-14 H,55.1,953.14,904.3603433937292,,history
NO 15/9-F-14 H,55.13,958.71,903.5838278611752,,history
NO 15/9-F-14 H,55.16,964.49,902.8079790721125,,history
NO 15/9-F-14 H,55.2,964.23,901.7745501871525,,history
NO 15/9-F-14 H,55.23,967.26,901.0002549074035,,history
NO 15/9-F-14 H,55.26,956.38,900.2266244647583,,history
NO 15/9-F-14 H,55.29,912.6,899.4536582883642,,history
NO 15/9-F-14 H,55.33,958.55,898.4240690371556,,history
NO 15/9-F-14 H,55.36,710.96,897.6526505981188,,history
NO 15/9-F-14 H,55.39,922.73,896.8818945260293,,history
NO 15/9-F-14 H,55.43,944.09,895.8552491289059,,history
NO 15/9-F-14 H,55.46,951.34,895.0860363688042,,history
NO 15/9-F-14 H,55.49,952.21,894.3174840817763,,history
NO 15/9-F-14 H,55.52,945.98,893.5495917007174,,history
NO 15/9-F-14 H,55.56,944.28,892.526760733764,,history
NO 15/9-F-14 H,55.59,936.31,891.7604059306233,,history
NO 15/9-F-14 H,55.62,940.32,890.9947091466147,,history
NO 15/9-F-14 H,55.66,936.86,889.9748027101155,,history
NO 15/9-F-14 H,55.69,939.95,889.2106391077039,,history
NO 15/9-F-14 H,55.72,940.99,888.4471316429824,,history
NO 15/9-F-14 H,55.75,925.75,887.6842797525679,,history
NO 15/9-F-14 H,55.79,43.38,886.6681627080952,,history
NO 15/9-F-14 H,55.89,186.67,884.1329558866479,,history
NO 15/9-F-14 H,55.92,511.7,883.373808298959,,history
NO 15/9-F-14 H,55.98,539.62,881.8574680561882,,history
NO 15/9-F-14 H,56.02,536.71,880.848020863615,,history
NO 15/9-F-14 H,56.05,504.17,880.0916938364335,,history
NO 15/9-F-14 H,56.08,446.39,879.3360162181834,,history
NO 15/9-F-14 H,56.11,294.09,878.5809874512595,,history
NO 15/9-F-14 H,56.15,923.35,877.5752907901136,,history
NO 15/9-F-14 H,56.18,927.57,876.8217738438412,,history
NO 15/9-F-14 H,56.21,89.54,876.0689038936661,,history
NO 15/9-F-14 H,56.28,613.22,874.3147203194952,,history
NO 15/9-F-14 H,56.31,991.44,873.56400301347,,history
NO 15/9-F-14 H,56.34,953.7,872.8139302996728,,history
NO 15/9-F-14 H,56.38,437.64,871.8148350904193,,history
NO 15/9-F-14 H,56.41,885.36,871.066264273594,,history
NO 15/9-F-14 H,56.44,918.69,870.3183362059459,,history
NO 15/9-F-14 H,56.48,593.67,869.3220976606577,,history
NO 15/9-F-14 H,56.51,908.78,868.575667195681,,history
NO 15/9-F-14 H,56.54,970.86,867.8298776421004,,history
NO 15/9-F-14 H,56.57,919.79,867.0847284496062,,history
NO 15/9-F-14 H,56.61,878.51,866.0921913599273,,history
NO 15/9-F-14 H,56.67,473.81,864.6055155819372,,history
NO 15/9-F-14 H,56.71,982.1,863.6158164049137,,history
NO 15/9-F-14 H,56.74,463.05,862.8742855533054,,history
NO 15/9-F-14 H,56.9,93.54,858.9301942476993,,history
NO 15/9-F-14 H,56.94,934.08,857.9469915141435,,history
NO 15/9-F-14 H,56.97,963.01,857.2103281145538,,history
NO 15/9-F-14 H,57.0,999.28,856.4742972400147,,history
NO 15/9-F-14 H,57.03,1023.15,855.7388983474181,,history
NO 15/9-F-14 H,57.07,1028.77,854.759348635812,,history
NO 15/9-F-14 H,57.1,897.68,854.025422258279,,history
NO 15/9-F-14 H,57.13,1043.24,853.2921260556934,,history
NO 15/9-F-14 H,57.17,1039.9,852.3153771225694,,history
NO 15/9-F-14 H,57.2,1029.29,851.5835492247577,,history
NO 15/9-F-14 H,57.23,1035.27,850.852349700065,,history
NO 15/9-F-14 H,57.26,1031.17,850.1217780089484,,history
NO 15/9-F-14 H,57.3,1025.28,849.1486581191234,,history
NO 15/9-F-14 H,57.33,1021.59,848.4195492773953,,history
NO 15/9-F-14 H,57.36,1010.54,847.6910664741091,,history
NO 15/9-F-14 H,57.4,1011.17,846.7207289782917,,history
NO 15/9-F-14 H,57.43,1013.13,845.9937048417406,,history
NO 15/9-F-14 H,57.46,1003.84,845.2673049536305,,history
NO 15/9-F-14 H,57.49,1014.92,844.5415287779598,,history
NO 15/9-F-14 H,57.53,977.42,843.5747965041886,,history
NO 15/9-F-14 H,57.56,881.68,842.8504735756771,,history
NO 15/9-F-14 H,57.59,944.52,842.1267725762551,,history
NO 15/9-F-14 H,57.63,945.7,841.162804432694,,history
NO 15/9-F-14 H,57.66,944.53,840.4405525252328,,history
NO 15/9-F-14 H,57.69,942.56,839.7189207686091,,history
NO 15/9-F-14 H,57.72,948.91,838.9979086303399,,history
NO 15/9-F-14 H,57.76,945.75,838.0375220439357,,history
NO 15/9-F-14 H,57.79,941.46,837.3179536136263,,history
NO 15/9-F-14 H,57.82,936.59,836.5990030300266,,history
NO 15/9-F-14 H,57.86,938.7,835.6413624299198,,history
NO 15/9-F-14 H,57.89,934.27,834.9238514263566,,history
NO 15/9-F-14 H,57.92,934.81,834.2069565029244,,history
NO 15/9-F-14 H,57.95,937.7,833.4906771306356,,history
NO 15/9-F-14 H,57.99,935.6,832.5365945781346,,history
NO 15/9-F-14 H,58.02,642.94,831.8217494372213,,history
NO 15/9-F-14 H,58.05,844.52,831.1075180874367,,history
NO 15/9-F-14 H,58.09,866.05,830.1561634964175,,history
NO 15/9-F-14 H,58.12,706.38,829.443362277181,,history
NO 15/9-F-14 H,58.15,871.1,828.7311730940895,,history
NO 15/9-F-14 H,58.18,885.74,828.0195954216274,,history
NO 15/9-F-14 H,58.22,898.84,827.0717755229808,,history
NO 15/9-F-14 H,58.25,897.07,826.3616226675158,,history
NO 15/9-F-14 H,58.28,903.88,825.6520795742175,,history
NO 15/9-F-14 H,58.32,888.78,824.7069697305539,,history
NO 15/9-F-14 H,58.35,886.33,823.9988473803435,,history
NO 15/9-F-14 H,58.38,874.98,823.2913330488368,,history
NO 15/9-F-14 H,58.41,876.79,822.5844262139682,,history
NO 15/9-F-14 H,58.45,875.26,821.6428278607486,,history
NO 15/9-F-14 H,58.48,876.37,820.9373364902945,,history
NO 15/9-F-14 H,58.51,851.08,820.2324508794926,,history
NO 15/9-F-14 H,58.55,891.66,819.2935447922963,,history
NO 15/9-F-14 H,58.58,892.66,818.5900705987408,,history
NO 15/9-F-14 H,58.61,894.15,817.8872004328191,,history
NO 15/9-F-14 H,58.64,895.88,817.1849337758913,,history
NO 15/9-F-14 H,58.68,898.65,816.24951612951,,history
NO 15/9-F-14 H,58.71,879.89,815.5486556458054,,history
NO 15/9-F-14 H,58.74,885.75,814.8483969455114,,history
NO 15/9-F-14 H,58.78,889.37,813.9156538929608,,history
NO 15/9-F-14 H,58.81,873.88,813.2167973452878,,history
NO 15/9-F-14 H,58.84,863.37,812.5185408603752,,history
NO 15/9-F-14 H,58.87,882.71,811.8208839229887,,history
NO 15/9-F-14 H,58.91,795.81,810.891606412923,,history
NO 15/9-F-14 H,58.94,825.65,810.1953464185558,,history
NO 15/9-F-14 H,58.97,833.77,809.4996842574575,,history
NO 15/9-F-14 H,59.01,847.02,808.5730637850319,,history
NO 15/9-F-14 H,59.04,852.28,807.8787945727424,,history
NO 15/9-F-14 H,59.07,851.68,807.1851214843665,,history
NO 15/9-F-14 H,59.1,860.87,806.4920440080512,,history
NO 15/9-F-14 H,59.14,877.01,805.568866330086,,history
NO 15/9-F-14 H,59.17,878.21,804.8771766271744,,history
NO 15/9-F-14 H,59.2,879.48,804.1860808333189,,history
NO 15/9-F-14 H,59.24,876.42,803.2655427520427,,history
NO 15/9-F-14 H,59.27,787.8,802.5758307635986,,history
NO 15/9-F-14 H,59.3,421.26,801.8867109860754,,history
NO 15/9-F-14 H,59.33,75.58,801.1981829109804,,history
NO 15/9-F-14 H,59.43,696.24,798.9073562138275,,history
NO 15/9-F-14 H,59.47,566.52,797.9928605985286,,history
NO 15/9-F-14 H,59.5,762.49,797.3076759200446,,history
NO 15/9-F-14 H,59.53,821.87,796.6230795651746,,history
NO 15/9-F-14 H,59.56,824.65,795.9390710287632,,history
NO 15/9-F-14 H,59.6,842.56,795.0279731588545,,history
NO 15/9-F-14 H,59.63,863.9,794.3453342367895,,history
NO 15/9-F-14 H,59.66,865.77,793.6632814524628,,history
NO 15/9-F-14 H,59.7,875.54,792.7547886400399,,history
NO 15/9-F-14 H,59.73,891.6,792.0741015539883,,history
NO 15/9-F-14 H,59.76,583.75,791.3939989297596,,history
NO 15/9-F-14 H,59.79,948.8,790.7144802655148,,history
NO 15/9-F-14 H,59.83,852.38,789.8093628954821,,history
NO 15/9-F-14 H,59.86,857.61,789.1312048553546,,history
NO 15/9-F-14 H,59.89,867.73,788.453629105523,,history
NO 15/9-F-14 H,59.93,850.37,787.551099693226,,history
NO 15/9-F-14 H,59.96,872.74,786.8748806771456,,history
NO 15/9-F-14 H,59.99,860.38,786.199242286447,,history
NO 15/9-F-14 H,60.02,863.13,785.5241840225843,,history
NO 15/9-F-14 H,60.06,837.4,784.6250078960755,,history
NO 15/9-F-14 H,60.09,827.69,783.9513013251138,,history
NO 15/9-F-14 H,60.12,824.01,783.2781732222602,,history
NO 15/9-F-14 H,60.16,822.86,782.3815680659808,,history
NO 15/9-F-14 H,60.19,818.02,781.7097877911986,,history
NO 15/9-F-14 H,60.22,818.74,781.0385843305388,,history
NO 15/9-F-14 H,60.25,816.6,780.3679571887288,,history
NO 15/9-F-14 H,60.29,105.65,779.4746833070726,,history
NO 15/9-F-14 H,60.32,745.71,778.8053989855719,,history
NO 15/9-F-14 H,60.35,770.67,778.1366893350805,,history
NO 15/9-F-14 H,60.39,695.39,777.2459695476541,,history
NO 15/9-F-14 H,60.42,776.09,776.5785988780119,,history
NO 15/9-F-14 H,60.45,779.72,775.9118012362502,,history
NO 15/9-F-14 H,60.48,7.18,775.2455761303476,,history
NO 15/9-F-14 H,60.52,65.68,774.3581657508626,,history
NO 15/9-F-14 H,60.55,670.4,773.6932746509179,,history
NO 15/9-F-14 H,60.58,324.71,773.0289544498081,,history
NO 15/9-F-14 H,60.68,318.64,770.818670647002,,history
NO 15/9-F-14 H,60.71,736.95,770.1568186817846,,history
NO 15/9-F-14 H,60.75,769.73,769.2752333160985,,history
NO 15/9-F-14 H,60.78,777.23,768.6147066003458,,history
NO 15/9-F-14 H,60.81,788.24,767.9547470360147,,history
NO 15/9-F-14 H,60.85,783.12,767.0756823441576,,history
NO 15/9-F-14 H,60.88,775.86,766.4170442400705,,history
NO 15/9-F-14 H,60.91,777.26,765.7589716657767,,history
NO 15/9-F-14 H,60.94,764.87,765.1014641356924,,history
NO 15/9-F-14 H,60.98,758.25,764.225665548073,,history
NO 15/9-F-14 H,61.01,765.06,763.5694745684382,,history
NO 15/9-F-14 H,61.04,768.65,762.9138470174098,,history
NO 15/9-F-14 H,61.08,763.75,762.0405525577687,,history
NO 15/9-F-14 H,61.11,777.62,761.3862377928416,,history
NO 15/9-F-14 H,61.14,765.66,760.7324848455372,,history
NO 15/9-F-14 H,61.17,767.88,760.079293233459,,history
NO 15/9-F-14 H,61.21,795.06,759.2092434391554,,history
NO 15/9-F-14 H,61.24,783.49,758.5573597356125,,history
NO 15/9-F-14 H,61.27,768.84,757.9060357622974,,history
NO 15/9-F-14 H,61.31,775.82,757.038473658729,,history
NO 15/9-F-14 H,61.34,762.29,756.3884538543103,,history
NO 15/9-F-14 H,61.37,759.95,755.7389921797104,,history
NO 15/9-F-14 H,61.4,756.32,755.0900881556994,,history
NO 15/9-F-14 H,61.44,750.96,754.2257494192952,,history
NO 15/9-F-14 H,61.47,813.18,753.5781447186308,,history
NO 15/9-F-14 H,61.5,701.65,752.9310960740926,,history
NO 15/9-F-14 H,61.54,705.38,752.0692286990754,,history
NO 15/9-F-14 H,61.57,714.74,751.4234756627922,,history
NO 15/9-F-14 H,61.6,720.45,750.778277092731,,history
NO 15/9-F-14 H,61.63,720.93,750.1336325128074,,history
NO 15/9-F-14 H,61.67,748.74,749.2749673465831,,history
NO 15/9-F-14 H,61.7,754.75,748.6316135611717,,history
NO 15/9-F-14 H,61.73,759.66,747.9888121819012,,history
NO 15/9-F-14 H,61.77,773.9,747.1326021549028,,history
NO 15/9-F-14 H,61.8,767.82,746.491087879439,,history
NO 15/9-F-14 H,61.83,764.48,745.8501244306478,,history
NO 15/9-F-14 H,61.86,760.03,745.209711335571,,history
NO 15/9-F-14 H,61.9,764.55,744.3566824978793,,history
NO 15/9-F-14 H,61.93,749.17,743.7175517244633,,history
NO 15/9-F-14 H,61.96,737.77,743.0789697311621,,history
NO 15/9-F-14 H,62.0,586.5,742.2283799170184,,history
NO 15/9-F-14 H,62.03,218.49,741.5910765788988,,history
NO 15/9-F-14 H,62.06,27.93,740.9543204517937,,history
NO 15/9-F-14 H,62.09,545.87,740.3181110658484,,history
NO 15/9-F-14 H,62.13,479.48,739.470681559498,,history
NO 15/9-F-14 H,62.16,628.31,738.8357460779795,,history
NO 15/9-F-14 H,62.19,284.01,738.2013557743505,,history
NO 15/9-F-14 H,62.26,326.59,736.7232292400395,,history
NO 15/9-F-14 H,62.29,655.17,736.0906528175137,,history
NO 15/9-F-14 H,62.32,574.57,735.458619547307,,history
NO 15/9-F-14 H,62.36,625.99,734.6167526179584,,history
NO 15/9-F-14 H,62.39,656.48,733.9859848901945,,history
NO 15/9-F-14 H,62.42,659.55,733.355758761741,,history
NO 15/9-F-14 H,62.46,661.93,732.516298941243,,history
NO 15/9-F-14 H,62.49,491.73,731.8873347367287,,history
NO 15/9-F-14 H,62.52,799.2,731.2589105829564,,history
NO 15/9-F-14 H,62.55,665.7,730.6310260162193,,history
NO 15/9-F-14 H,62.59,681.42,729.7946851507905,,history
NO 15/9-F-14 H,62.62,681.02,729.1680578194018,,history
NO 15/9-F-14 H,62.65,711.35,728.5419685322331,,history
NO 15/9-F-14 H,62.69,707.63,727.7080189752515,,history
NO 15/9-F-14 H,62.72,705.9,727.0831833286799,,history
NO 15/9-F-14 H,62.75,714.35,726.4588841879249,,history
NO 15/9-F-14 H,62.78,718.46,725.8351210923245,,history
NO 15/9-F-14 H,62.82,714.08,725.0042700174081,,history
NO 15/9-F-14 H,62.85,709.59,724.3817559045891,,history
NO 15/9-F-14 H,62.88,702.19,723.7597763042369,,history
NO 15/9-F-14 H,62.92,703.99,722.9313008410784,,history
NO 15/9-F-14 H,62.95,311.95,722.3105666523523,,history
NO 15/9-F-14 H,62.98,44.93,721.6903654477879,,history
NO 15/9-F-14 H,63.01,615.54,721.0706967697455,,history
NO 15/9-F-14 H,63.05,671.85,720.2452994500344,,history
NO 15/9-F-14 H,63.08,683.09,719.6268715563775,,history
NO 15/9-F-14 H,63.11,680.85,719.0089746666159,,history
NO 15/9-F-14 H,63.15,692.36,718.1859373650077,,history
NO 15/9-F-14 H,63.18,685.23,717.5692777119177,,history
NO 15/9-F-14 H,63.21,679.92,716.9531475444494,,history
NO 15/9-F-14 H,63.24,691.96,716.3375464079684,,history
NO 15/9-F-14 H,63.28,678.86,715.5175670446932,,history
NO 15/9-F-14 H,63.31,686.85,714.9031985480159,,history
NO 15/9-F-14 H,63.34,687.36,714.2893575696934,,history
NO 15/9-F-14 H,63.38,686.11,713.4717227332239,,history
NO 15/9-F-14 H,63.41,687.65,712.8591108702788,,history
NO 15/9-F-14 H,63.44,685.92,712.2470250173808,,history
NO 15/9-F-14 H,63.47,675.02,711.6354647228792,,history
NO 15/9-F-14 H,63.57,193.53,709.6007203163144,,history
NO 15/9-F-14 H,63.61,633.57,708.7884524828858,,history
NO 15/9-F-14 H,63.64,677.68,708.1798618401532,,history
NO 15/9-F-14 H,63.67,11.09,707.571793754707,,history
NO 15/9-F-14 H,63.7,5.75,706.9642477778615,,history
NO 15/9-F-14 H,63.74,565.18,706.1549978695494,,history
NO 15/9-F-14 H,63.77,678.85,705.5486684033784,,history
NO 15/9-F-14 H,63.8,647.62,704.9428595529683,,history
NO 15/9-F-14 H,63.84,623.9,704.135923493257,,history
NO 15/9-F-14 H,63.87,670.56,703.531327675212,,history
NO 15/9-F-14 H,63.9,661.81,702.9272509843569,,history
NO 15/9-F-14 H,63.93,659.87,702.3236929749504,,history
NO 15/9-F-14 H,63.97,673.1,701.5197550305187,,history
NO 15/9-F-14 H,64.0,707.48,700.9174055465393,,history
NO 15/9-F-14 H,64.03,699.29,700.3155732609683,,history
NO 15/9-F-14 H,64.07,707.27,699.5139339768998,,history
NO 15/9-F-14 H,64.1,714.35,698.9133067612785,,history
NO 15/9-F-14 H,64.13,721.6,698.3131952652654,,history
NO 15/9-F-14 H,64.16,701.5,697.7135990460463,,history
NO 15/9-F-14 H,64.2,701.07,696.9149381974516,,history
NO 15/9-F-14 H,64.23,688.24,696.3165425708276,,history
NO 15/9-F-14 H,64.26,705.48,695.7186607476912,,history
NO 15/9-F-14 H,64.3,706.16,694.9222834709185,,history
NO 15/9-F-14 H,64.33,715.3,694.3255988075819,,history
NO 15/9-F-14 H,64.36,705.39,693.7294264786398,,history
NO 15/9-F-14 H,64.39,699.92,693.1337660441841,,history
NO 15/9-F-14 H,64.43,700.29,692.3403476522607,,history
NO 15/9-F-14 H,64.46,702.39,691.7458799296403,,history
NO 15/9-F-14 H,64.49,701.55,691.151922637871,,history
NO 15/9-F-14 H,64.53,700.53,690.3607728282697,,history
NO 15/9-F-14 H,64.56,696.45,689.768004838073,,history
NO 15/9-F-14 H,64.59,698.99,689.1757458192782,,history
NO 15/9-F-14 H,64.62,700.13,688.583995334864,,history
NO 15/9-F-14 H,64.66,644.52,687.7957849878184,,history
NO 15/9-F-14 H,64.69,642.92,687.205219386209,,history
NO 15/9-F-14 H,64.72,623.26,686.6151608649528,,history
NO 15/9-F-14 H,64.76,609.47,685.8292042091217,,history
NO 15/9-F-14 H,64.79,321.16,685.240327182793,,history
NO 15/9-F-14 H,64.82,577.46,684.6519557869477,,history
NO 15/9-F-14 H,64.85,605.97,684.0640895874337,,history
NO 15/9-F-14 H,64.89,308.67,683.2810530993537,,history
NO 15/9-F-14 H,64.92,37.17,682.6943640050039,,history
NO 15/9-F-14 H,64.99,56.35,681.3273810722759,,history
NO 15/9-F-14 H,65.02,111.55,680.7423694692995,,history
NO 15/9-F-14 H,65.05,460.84,680.1578601778189,,history
NO 15/9-F-14 H,65.08,552.54,679.573852766531,,history
NO 15/9-F-14 H,65.12,627.43,678.7959561759025,,history
NO 15/9-F-14 H,65.15,649.17,678.2131181431917,,history
NO 15/9-F-14 H,65.18,629.0,677.6307805556723,,history
NO 15/9-F-14 H,65.22,628.24,676.8551081666403,,history
NO 15/9-F-14 H,65.25,388.08,676.2739366141511,,history
NO 15/9-F-14 H,65.28,589.05,675.6932640759552,,history
NO 15/9-F-14 H,65.31,632.5,675.1130901235813,,history
